ジャンル,投稿日時,星の数,見出し,レビュー全文
文学・評論,2006年6月21日,3,なんども読み返しの上,読み始めたものの、中断するとまた数ページ前へ戻らなければ理解できず何度も読み返しやっと読み終えた上巻「おお！おもしろい！」というシーンもいくつかあったが上巻は「読み返し」「読み返し」やっと読めた･･･内容はまあまあ。ただ、描写がちょっと雑に思えましたね。
文学・評論,2004年7月12日,5,高揚感,各々のプロットが小出しに提供され、下巻へ向けて一気に高揚感を増していく。かくも複雑なダヴィンチの提示を解くにあたって、ぐつぐつと沸騰してゆきます。
文学・評論,2006年3月23日,5,ヨーロッパの名画や各所の見方(見所)が変わるかも,死海文書とか秘密儀式、芸術作品の中に隠されている暗号について書かれた物は時折目にしていたけれど、それを総合すると、こういう流れが見えてくるのかと驚きました。私は「なるほどね〜」と受け入れちゃえるけど、敬虔なクリスチャンには、到底容認し難い内容でしょうね。
文学・評論,2011年12月5日,2,時間つぶしとしては最適だが,導入部の息もつかせぬおもしろさと、結論のあまりにもどうでも良さとのギャップに、めまいがします。通俗ですね。ものすごくアメリカです。ヨーロッパでは考えられません。ニュートンが出てきて、５文字暗号が、いくらなんでもAPPLEだけは勘弁してくれよなと思っていたら、直球ど真ん中でAPPLEでした。小学生の作ったような暗号に、顎がはずれそうになりました。しかし面白いんですよ。とにかく、読者を考えさせない、飽きさせない、どんどん驚かせようというサービス精神を感じます。暗殺者のキャラクターなんか、論理的に考えたら絶対選ばないような人選ですが、映像的には確かに映えそうです。ただ、読者を驚かせようと思うあまりに、小説としては完全に破綻しています。登場人物全員短絡的で、パニックを起こしやすい性格で、これはメロドラマ的特性でもあります。これを良いと考えるためには、いい年をしてミッキーマウスの時計をした男を、しゃれ心があって素敵と思える感性が必要のようです。
文学・評論,2005年3月12日,5,久しぶりの大物・・・,これほどにまで、中身の濃い作品はあったであろうか？何しろ、ミステリーだけではなくて、物凄く勉強になる作品だから。歴史にしろ、美術にしろ、宗教にしろ…おまけにミステリーだから警察にも追われている。パリなんていったこともないし、ましてやルーブルなんて…。でも本当にそこにいるような気がするし、頭もよくなった気がしてる。無駄なことばもなく、とても教養のあるミステリー。
文学・評論,2009年8月27日,4,事実では無いと思います,事実では残念ながら無いと思いますが一つの話しとしては大変面白かったです。いつの時代も無いものを探す、そしてそれが謎に満ちていればいるほどロマンを感じるものだとこの本を読んで思いました。謎解きが好きな方には最適だと思います。
文学・評論,2006年5月5日,4,名画の見方、変わります,表紙になってる「モナ・リザ」をはじめ本書の中で語られる名画の数々に秘められたメッセージを知ることで、今までとは違った視点で名画を鑑賞できるようになります。ストーリーのほうは、まあ映画向きなお話って感じでそこそこ楽しめます。薀蓄が一番の魅力なので、映画はイマイチかも？
文学・評論,2006年5月6日,5,うんちくが満載,とにかく出てくるうんちくの数々にびっくりさせられますが、でも読んでいてどんどん引き込まれていってしまうのではないでしょうか？解き明かされていく謎の数々はキリスト教に関する思想や聖書などが元になっているものが多く、読んでいて面白いものばかりでした。私も映画公開という話題にのって買ってみたタイプですが、読んでみると映画も見やすいのではないかと思いますよ。お試しあれ！！
文学・評論,2005年12月5日,5,夢中になれる本,事実に基づいて・・・と最初の1ページに記載されているせいか、物語として読むより好奇心の度合いが違う。上巻の冒頭から謎に包まれた殺人事件、宗教と歴史が網羅され、美術史を語る登場人物と、お楽しみのオンパレード。人気の秘密がわかる気がしました。
文学・評論,2006年2月15日,5,緻密な取材に基づいた読み応えのあるミステリィ,この本は他のミステリィと一味違います。なんといっても膨大な情報のもとに練り上げられた点が秀逸です。かといってその情報に圧倒されて、読むのがつらくなることはありません。というのも、その情報の多くがレオナルド・ダ・ヴィンチをはじめとする有名人や有名な史跡にまつわるものであり興味がつきないからです。世間一般の日本人はもちろん，キリスト教の国々でのキリストの対する常識を揺さぶる大胆な仮説は必見です。
文学・評論,2005年3月31日,3,浅見光彦・・・?,久々の暗号小説のヒット作。江戸川乱歩曰く、「日本、西洋を問わず暗号小説は魅力を失っている」と昭和31年に書き記している。それから約50年ぶりかどうかは判らないが、暗号小説が脚光を浴びた。実際にはヒストリーズ・ミステリーに色合いが濃く、それ自体は非常に興味深いが、どうも浅見光彦の海外版のような気がする。トリックもどんでん返しも特に目新しいものはないが、それなりに楽しめるのも確かである。話題だからとか、トレンドだからと思う人は即買い。それ以外は文庫本になってから読んでもいいような感じが。まあ、ダヴィンチブームと捕らえた方が無難であろう。
文学・評論,2007年5月9日,5,映画版はよくない。,映画は編集者の意図が一方向に流れるだけなので、正当な議論の材料として相応しくない。『ダビンチコード』の場合は、映画ではなく本を読んで話し合わないと、話し合いが深まらない。６月に放映予定のディスカバリー『イエスの墓』が話題になっている。イエスがマグダラのマリアと結婚しており、ＤＮＡ鑑定の結果、子供までいたという主張である。これらは、これまでイエスを独身と捉えて女性を不浄の存在とし、独身生活が理想だとする従来のキリスト教のパラダイムから抜け出し、女性がもつ本来的な意義（命を生みだし血統を守る）に目を向けて、男性と女性が出会う結婚こそが神の理想である、と考えているのは、非常に評価できる。評価できる。それ以外にも、米国、そして日本でも高まっているファミリーバリュー、新保守主義などの動きも、この流れの一環ととらえることができる。
文学・評論,2004年7月28日,5,知的冒険と興奮。夜眠れない。,少なくとも上巻は！ルーブル美術館やダヴィンチなどの美術史はもちろん、キリスト教を中心とした西洋史にも興味がわきました。って、荒俣さんの帯の文、まんまですね。ともかく、こら面白いわ。お話としては、とか、作家としては、何人かの方が書かれてるように、陳腐でダメな部分はありますが、だからどう？って感じですね。トマス・ハリスを興奮して読んだのに近い快感がありましたよ。
文学・評論,2006年8月3日,5,そんな大層な本ではない,読みやすいし、面白いのでガンガン読めます。けど、面白いと感じたのは非常にたくさんあるうんちくです。それ以外はストーリーも、うんちく話しては逃げての繰り返しで、途中で犯人の見当がついてしまうし、平凡だと感じました。だけど、うんちく大好きな人はおすすめです。
文学・評論,2006年3月6日,4,かなり楽しめます,上下一気に読みました。それだけ読ませる力のある本です。文句なしに第一級の推理小説だと思います。ただし、正直なところ本当におもしろかったのは上巻までで、下巻途中からはかなりだれました。それと、巻頭の「この小説における．．．事実に基づいている」のくだりは、この本のある種セールスポイントなのですが、これをもふくめて小説全体がフィクションですので、ご注意ください。作者も、そのへんのことをしっかり心得て書いております。老婆心まで。
文学・評論,2005年5月5日,4,姉から借りた,おもしろかったので､一気に読めました。翻訳がいいこと、区切りが短いこと､前半でコロコロと場面が変わることなどが、読者を読む気にさせる要因かなぁと思いました。皆さんおっしゃる通り､人物を含めたストーリーより､ウンチクのほうが楽しめました。下巻の口絵に最後の晩餐が載っているのですが､だったら､もっともっとウンチクがあってもよかったかな。岩窟の聖母の口絵とウンチクももっとあるとよかった。事件の黒幕にはちょっと残念。前半で違う人物の怪しい伏線が張ってあるような気がしたので､「えー、なんで？」って感じでした。
文学・評論,2006年5月5日,4,全てのはじまり,謎をおいかけていくはじめに起こる殺人事件。そして、それの意味することがまだ上巻では推測の推測。宗教、美術を駆使して、読者を伝説の謎ときまでいざなう。その果ては・・・中、下で。
文学・評論,2008年12月25日,1,あっと驚く駄本,パックツアーでルーブルに行った時に印象に残った部屋がこの本の最初に出てくるので、旅先で買って読みました。映画の画面を文字化したような文章で、文章に魅力がありません。また、パレスチナでイエスの子供を身ごもったマグダラのマリアがマルセイユで出産するとか、その子がゲルマン人のメロビング朝の先祖になるといった内容は、全然真実味が感じられません。欧米には色々な伝承があるのかもしれませんが。また、最後の晩餐のヨハネが女性であるというのも、ダヴィンチの絵に他にも女性的な男性像があることから、あまり説得力がありません。この本を買って読んだのは金と（貴重な旅先の）時間の無駄であり、ベストセラーには用心しなければと思いました。レビューの分母が多いので心おきなく評価させていただきます。
文学・評論,2006年3月8日,3,確かに面白いけれど,宗教のことなどさほど詳しくない自分でも面白い!!と思って読むことができました。しかし．．．私はこの本がシリーズ２作目と知らず買って読んだのですが、所々前作の登場人物の名前が出てきたりして最初はよくわかりませんでした。後で前作の『天使と悪魔』を読んでやっとわかったという感じです。前作を読んでいないと少しわかりにくい部分もあると思うのでこの評価にしました。こういうことが気にならない方はこの本から読んでも十分楽しめる1冊だと思います。
文学・評論,2005年10月24日,4,まあまあでした,初めて知る事が多く、またその事に結構驚きました。これは現実の情報としてです。ここに書いちゃったら楽しみ減るので止めときます＾＾。「上」はめっちゃ続き読みたくなります。でも「下」は後半になるにつれて読んでくと犯人わかっちゃうし、エンディングの手前がちょっといまいちでした。でもいっぺんは読んでみた方が得かも。知る事多くて知識になるし、流れは面白かったので。私が無知なだけかも知れないけど（笑）
文学・評論,2006年1月12日,5,おもしろい!,歴史や美術の解釈とからめたサスペンスとしての謎解きが息もつかせない。登場する場所や美術品などがすべて実在するものなので、とても臨場感があった。また、キリストやマグダラのマリアについてはその解釈にびっくりした。キリスト教の信者でなくても、とても楽しめる。止まらなくて、上下巻一気に読んでしまった！
文学・評論,2005年3月24日,3,火曜サスペンス!,片平なぎさと船越栄一郎でいいんではないすか？トム・ハンクス使わなくても。といいたくなるようなストーリ展開です。上巻の出だしはおっ、と思ったんですが、段々「うーむ、そこまで必死になるような秘密ってなにかなー」とちょっと懐疑的になり感情移入が難しくなってしまいました。キリストの人間性云々をどうかくか、で喧々諤々するなんて日本人にはピンとこないかも。結末もピンときませんでした。誰か解説してくれー
文学・評論,2006年4月21日,4,「ダ・ヴィンチ・コード」読んだ!映画が楽しみ,文庫本で上中下三冊、読みました。どんでん返しの連続で、先の読めない面白さ。しかも、目の前にトム・ハンクスや、ジャン・レノが走り回っているような文章の上手さ。（翻訳がうまいって言うことか。）とにかく、スピード感があるし、アクションの描写もうまい。キリスト教の聖杯伝説が中心の物語なのだが、そんなこと知らない私としては、いまさらながら、キリスト教の奥の深さに、恐れ入った。こんな問題作、ゼッタイ何か起こると思っていたら、ついこの間の新聞に、「オプス・デイ」教会が、「この物語は、フィクションである」という一文を入れるように、映画会社に申し入れがあったという。どうするのかなあと心配。ヨーロッパの歴史を塗り替えた、と帯にあるけど、それもありなん。最初のうちは、「フィボナッチ数列」とか、「ウィトルウィウス的人体図」とかに惑わされたけれど、それは、入り口だけ。秘密は、「聖杯伝説」そのものにある。イエスキリストとマグダラのマリアが結婚していて、一児をもうけていたということは、ヨーロッパ社会、キリスト教社会には受け入れることのできないことらしい。2004年に公開された映画「パッション」がキリストを人間として見直そうという意図のもとに作られたことで世界に衝撃を与えたが、その意味がやっとわかった。文庫本の最後に荒俣宏氏が解説を述べているが、この人、トリビアの泉で「へー・へー」と言っているだけではない、なかなかの博識である。目からうろこが落ちた経験と感動とともに、最後に一言「聖杯は心のうちにある。」
文学・評論,2005年5月31日,5,ダヴィンチ、キリスト教に惹かれて,面白かったです。これをきっかけにダヴィンチの描いた絵画について、キリスト教についてと勉強したくなります。ダヴィンチ絵画の解釈には驚きました。これを読んで、芸術、宗教、数学など多方面に興味惹かれました。ストーリーもスムースで、どんどん読み進みます。色々な方面に興味を持たせてくれる入り口ともなる良書でした。
文学・評論,2005年10月2日,5,深い造詣に基づいているからこそ・・,"キリスト教に興味がなくても、ダ･ヴィンチが好きじゃなくても、この作品は楽しめると思います。今まで自分が知っていた絵画にこんな謎が隠されていたとは・・！特に「最期の晩餐」のマグダラのマリア。気づきませんでした。そして、イエスが結婚して、子供ももうけていたこと。なぜマグダラのマリアが娼婦だったと伝えられてきたのか・・。今まではそれらに対して何も疑問に思わなかったのですが、この作品を読んで、目からウロコが落ちた思いです。教会と修道会の確執など、とてもリアルに書かれています。
ダン・ブラウンの綿密な調査には本当に驚かされます。"
文学・評論,2005年9月9日,4,さて謎は深まるばかり,主に3人の視点で展開し、段々と近づいてくる展開は色々な謎を徐々に解いていきます。ただ、上巻だけではまだまだ謎は深まるばかり。下巻を読まずにはいられない！
文学・評論,2004年8月3日,5,大絶賛,"久しぶりに面白いサスペンスを読みました。とにかく話の展開が速いので、先を読み急いでしまいます。
しかもどの章でも山場が多く、緊迫感があります。この本の一番の特色は、名称や美術品は全て事実に基づいていて、登場人物を通してわかりやすく解説もされていることです。ある意味知識が深まったように感じられました。この寝苦しい時期にこそ、どうぞだまされたかと思って手にとって見てください。"
文学・評論,2006年6月3日,1,ちょっと怪しい,なぜ、これほどまでにたくさん読まれているのか理解に苦しむ。小説として読む分にはおもしろいのかもしれないが、でも、それほどか?著者が「事実であると」断り書きしているこらこそ売れたのだろうが、内容はウソばかりのようだ。日本人はキリスト教や聖書に疎いから、「ダ・ヴィンチ・コード」に書かれている様々なウソに騙されてしまうのも仕方ないが、欧米の人々もけっこう最近は疎い人が多いということか・・。この「ダ・ヴィンチ・コード」を読まれる時には、いっしょに早川書房から出ている「「反」ダ・ヴィンチ・コード」という本も読まれた方がいいと思う。
文学・評論,2005年3月18日,2,言うほどのものじゃないと思う,扱っているテーマのわりには展開や描写が安っぽくて興ざめ。『薔薇の名前』的な世界を期待して読むと見事に裏切られます。でも、エーコ的な小道具大道具がはしばしにあらわれるのが涙ぐましいというか笑っちゃうというか...娯楽小説としてうけとめれば、それなりに面白いです。
文学・評論,2006年5月14日,4,映画をみているようでした。,初めはものすごい謎が次々と湧き上がり、キリスト教信者たちは大丈夫なのか？？これってノンフィクション？？などと大興奮でしたが、最後はインディージョーンズ的なフィクションという感じでした。でも評判どおりとてもおもしろく、最後まで一気によんでしまいました。映画も見に行きたくなりました。
文学・評論,2007年1月28日,5,やっぱり映画よりも原作,最後の数行で、胸がいっぱいになる為に、ずっとずっと読んでいたような感じでした。数々の美術品、教会、謎解き、血縁、覆される常識。面白かったです。
文学・評論,2004年11月11日,3,一気に読もう,テンポよく読むのがコツ？？かと思います。展開をいちいち考えないでいくと面白いかも？
文学・評論,2006年4月20日,4,少し、予備知識が必要かな?,英語版を買ったのだけど、フランス語の心得が全くない私にはなかなか読み始められずにいる間に長い時間がたってしまって、いつのまにか翻訳の文庫が出てしまって、それも３冊もあるねんやあ。。。と、思ったらなかなか手が出せなかったのだけど、ものっすごい暇で体調の悪い３日間にえいやっと気合入れて一日一冊のペースで読みました。読んで見てやっぱり、先に翻訳を読んで正解だったなあ。。。と、軟弱ながら素直にそう思いました。はい。。。もちろん時間と体力があればこんなに面白い謎解きをするのは、逐語訳でフランス語を読むのも同じなのだけど、例えば「シリス」という代物を身にまとった「シラス」という名の人物が出てきたりします。しかもなんの説明もないから、原作からシリスのスペルを探して辞書あれこれひいて、だいたいこんなもんかなあ？と思いながら読み進めていったりしました。だからもちろん既に買ってしまった原書もそれなりに役に立ったし、米英の「イングリッシュ」の違いなんかもチェックできたから、ごく興味深い読書体験ではあったと思う。読んで見て良かったと思います。また、三巻本と言っても、思ったよりも字が大きくて読みやく、そんなにたくさんの活字を読んだ気はしません。長編だからというだけの理由で読むのをためらっている人には、その心配は全くないと思います。
文学・評論,2006年8月27日,4,「でも、これで秘密は伝承されたのでしょうか」,「でも、これで秘密は伝承されたのでしょうか｣というのが読み終えての率直な疑問。それはさておき、古今東西を問わず、歴史を陰謀としてとらえる小説はおもしろい。この本一冊で、キリスト教や西洋文明の歴史に対する関心が増します。ヨーロッパの協会巡りをするときの見方も変わるかも。映画の予告編を見たせいか、ソフィーはオドレィ･トトゥの印象が強すぎました。
文学・評論,2005年5月2日,5,読むべし!!,久々に寝る間を惜しんで読みました。上巻は少し時間がかかりましたが、下巻に突入した瞬間、もう止まらない止まらない。もともと美術に興味はありましたが、目をむき、思わず声をあげるビックリの秘密大公開のオンパレード！！　もう最高。原作はもちろんですが、翻訳者の腕のよさもないと、ここまで引き込まれなかったのではと思います。なにはともあれ、読むべし！！！
文学・評論,2005年5月5日,2,ベストセラー?,話題になっていたので読んでみましたが、前半はそれなりに、のめり込めたのですが、後半は盛り上がりに欠けるように思う。それにキリスト教にまつわる秘密？無知だから、ふ～んそうなんだ終わってしまい、凄さを感じられなかった。薀蓄は広まりますが、ミステリーとしてはどうでしょうか？
文学・評論,2006年6月19日,2,こじつけ主張全開サスペンス,サスペンスとしては2巻までは相当スケールの大きな話になって来そうでなかなか楽しめます。しかし最終巻を読んでげんなり。結局いままでの話はなんだったの？「そうか！わかったぞ！　自分のむちゃくちゃなトンデモ話を読者に信じさせる為の本だったか！」と言う結論に至りました。このトンデモ話は「レンヌ＝ル＝シャトーの謎」と「マグダラのマリアと聖杯」というトンデモ本をほとんどパクっただけという内容のようですが。しかし、この作者、登場人物に作者の思惑に都合の良い情報だけをしゃべらして、さも学術上事実と認定されているかのように思わせる手法はかなり「悪質」と言わざるをえません！たとえば「シオン修道会の秘密文書」「サングリアルの語源」「モナリザの意味」「黄金比の自然神秘」「異教の女神信仰」などあげればきりがありません。ほんとうにひどい！少しネタバレになりますがこの本はトンデモ話を使ってまるで真実のように書く事によって話題性を高めて本を売ろうとする意図がよめ、その最たるものが1巻に書かれているこの一文「女性の力と命を生み出すその能力は、古くは極めて神聖な物とされたけど、男性が支配する協会が勢力を伸ばすにあたっては脅威だったから、聖なる女性は逆に邪悪で不浄なものと見なされるようになった。（中略）かつて生命の神聖なる送り手だった女性はそんな風にして敵になったんだよ。」なる話ではないでしょうか。全体を通してだいたいこういう事が言いたいようです（この手のネタがえんえんと繰りかえされます）。とんでもない作り話の上に歴史認識の欠如した結論をよくもまぁもってきたもんです。確かにこの手の女性差別ネタが大好きなアメリカ人には受けそうですね。
文学・評論,2006年7月8日,5,Opinion,展開が都合よすぎるし、数ページづつ場面展開するスタイルはミステリーのベストセラー作家にありがちな感じだし、登場人物には感情移入しにくいし、謎解きは後半ひねりがなくなるし、それでも先が気になってついついページをめくってしまいます。Page Turnerであることは間違いなし。
文学・評論,2005年1月23日,4,キリスト教のタブー,ずばり書いてはありませんが、キリストに子供がいたとことを一部の限られた人達によってが2000年の長い間、絶えることなく言い伝えられて来たこと、モナリザがその秘密を知って微笑んでいること。以上が要約です。熱心なキリスト教信者が聞いたら、ひっくり返るような物語です。
文学・評論,2006年4月3日,3,爆発的なベストセラー,極めてハリウッド的な，インディジョーンズと大差ない作品．スピード感に溢れ，薄っぺらい．よく言えば解りやすく映像的，悪く言えば深みはなく文学作品として発表する必要性を感じない．個人的に面白かった箇所はレオナルド・ダ・ビンチの「最後の晩餐」の解釈か．鵜呑みにするほど信憑性は感じないが，一つの意見としては興味深い．個人的な結論としては本作は何十年も語り継がれる文学作品とはなりえない．尚，映画化される様だがこちらは大成功を収めるだろう．　
文学・評論,2006年5月14日,5,映画の公開を見越して・・・。,上下巻セットで購入。話の流れや、読者を引き込むための工夫はかなり良いかと思います。場面転換の際に、視点が変わることが多くあり、直前まで名前が記されていた人物であっても、視点が変わると同時に、説明の仕方も変わってみたり…。登場人物の各々の感情、考えなども随所に盛り込まれていて、非常に読みやすい作品ではないかと思いました
文学・評論,2005年1月18日,5,知的好奇心を刺激する,単純に面白いと思うし、絵画や美術館、キリスト教に関しての膨大な薀蓄が知的好奇心を刺激する。特に上巻は隙が無い。
文学・評論,2006年5月16日,4,高尚なネタを扱っている割に下品な語り口,評判どおりとにかく面白いです！知的好奇心を満たしてくれるシドニー・シェルダンというか、高尚なネタを扱っている割に下品な語り口ですが、キリスト教に昔からある謎が一つ一つ紡ぎ合わされて見事なサスペンスになっています。すべて事実に基づいているという断りがちょっと怪しいのですが、「そういう捉え方もありかも？！」と驚かせてくれます。キリスト教への興味が沸いてきます。上中下の３巻はまとめて買いました。やっぱり。
文学・評論,2004年11月4日,1,トンデモ本,一本調子でさしたるどんでん返しもなく展開する眉唾なエピソードの数々ありえないほど単純な人物造形と中途半端なオチ「薔薇の名前」をイメージして読み始めた僕はがっくりでした。これのすべてを本当だと間にうけちゃう人の数を考えると鬱（僕もどこまで本当でどこまでがでたらめ、つじつま合わせなのかわかりません）星一つってのは辛い評価かもしれないけれどこれだけベストセラーで、おまけに上下併せて結構なお値段。総合的なコストパフォーマンスは最悪でしょう。
文学・評論,2010年2月7日,1,がっかりしました,「薔薇の名前」の様な、衒学的だが、学術的背景を持った作品を期待していたが、がっかりだった。やはり、フーコーは偉大だった。米国人の皮相なキリスト教理解が、よく分かった。冒険小説とすれば、及第点なのだろうが。歴史的推理小説を標榜するならば、もう少し深みがある考証が必要だった。巻毎に出てくる「…全て事実に基づいている」も笑止。お陰でモデルとなった文化財管理者は大迷惑を蒙っているらしい。キリスト教が、女性優位から男性優位に捻じ曲げられたと？　聖書外伝が採用されなかったのには、それなりの理由があったからだ。「本来のキリスト教」って！　キリスト教はイエス・キリストが作ったものではない事くらい、皆分かっている。ユダヤ教ナザレ派を世界宗教にまで高めたのは、歴代の教父たちだ。パウロはこの嚆矢と言えるだろうが。
文学・評論,2005年3月8日,2,文庫本になるまで待って何ら損はない,ダヴィンチの絵画の読み解きに加え、記号論、キリスト教という材料から「薔薇の名前」の知的興奮を期待して読み始めましたが、かなり期待はずれ。深みのない（解釈次第なのでその真偽のほどはうるさく言わないとして）薀蓄でどうにかマをもたせようとしているのだけど、回想シーンばかりの物語構成からしてそもそもマズイ。暗号もご都合主義的に解読。優秀なはずの主人公2人も間抜けとしか思えず、知性のかけらも見えない（特にヒロインがひどい。「岩窟の聖母」を盾に？ありえん）。すべてうすい。うすいです。「薔薇の名前」を100倍薄めてもまだ足りない。タイトルに惹かれ、知と美へのリスペクトを求めた私が間違いでした。それにしても後々の再読に耐えないこの内容で、しかも上巻だけでこの値段とは..。やっぱり単行本（特にベストセラーもの）はその金額に見合う内容であることが非常に稀であることを再認識しました。上巻を読んだだけですが、下巻は買いません。そのお金で映画一本以上観れることを考えるとね。もったいなくて。
文学・評論,2005年7月29日,2,びっくり!!,"何にびっくりかって、今春公開の映画「ナショナル・トレジャー」と似過ぎです！！話の大筋から主要キャラ設定に至るまで、どちらかがどちらかをパクったとしか思えません。作品としてのレベルもそのまんまナショナル・トレジャー並み（爆）。また或いはシドニー・シェルダン物の読後感と良く似ていました。最後まで飽きずに読ませる力はあっても、所詮底が浅くて読んだ後何も残らない点で。つまり暇潰しには文句なしにうってつけの本ですが、ハードカバーは高すぎるので借りるべきでしょう。宗教的蘊蓄も「誤りが一杯」という指摘が巷に溢れているところを見るとあくまでフィクションの域を出ないようですし。で映画化されるようですが、こんなに似た内容の映画が先に世に出てしまっているのにいいんでしょうかね？いかにもハリウッド的ご都合主義展開なので映画化したくなるのももっともとは思いますが…
値段が内容に見合わないので☆一つ減。文庫化されたら☆2.5くらい。"
文学・評論,2009年1月5日,1,ダ・ヴィンチ・コード,もう私のレビューを読む人は、ダ・ヴィンチ・コードの内容を大体はご存知だろう。これより、はるか昔に書かれたダ・ヴィンチ・レガシーをご存知？読み比べてみてください。ダ・ヴィンチ・レガシーの方が面白い。
文学・評論,2004年11月18日,4,ジェットコースターのような面白さ,いやー、久々に面白かったです。キリストの存在を根こそぎ覆すようなことを、こんな娯楽小説で書いてしまっていいのか思うのですが、面白かったの一言。きっと映画化されるのでしょうね。
文学・評論,2006年6月1日,1,この程度でミステリーとは・・・,ミステリ作品というにはあまりにも底の浅い謎だらけ。アナグラムだけで上巻終了。正直ポカーンでした。誰でも知ってる鏡文字など、その程度で引っかかる主人公。萎えます。ミステリでは決してない、サスペンスでも中途半端。ファンタジーとするにも空想が膨らまない表現力のなさ。映画だったら面白いのかも。ルーヴルの映像付きですしね。
文学・評論,2006年3月22日,4,スピーディな展開で異文化を楽しめました。,シドニイ・シェルダンばりのアップテンポのストーリー展開。次々に起こる事件がたたみかけるように進んでいきます。ミステリー仕立てで読者の興味を惹きつけながら、キリスト教の闇の部分を解き明かしていく。西欧の文化、美術、宗教、政治の歴史が学べる教養ノベルとしても楽しめ、フランスやイギリスを観光するときには、この本を持参して、本に登場している美術館や教会、公園などに行くと観光に深みがでるでしょうね。固い専門書ではなく、このようなエンタテイメント性のある本がもっともっとたくさん出版されるといいですね。国や媒体はまったく違うのですが、今ＮＨＫで放送している韓国のＴＶドラマ「チャングムの誓い」のように、背景や歴史がもっと知りたくなうような本です。
文学・評論,2006年5月8日,4,そうっだったの!,ダビンチの作品が大好きな私にっとてこれははずせません。あのモナリザの絵からここまでのストリーをつむぎだせるなんて！最後まで気を抜けずにいっきに読みました。以前からどうしてなのと不思議に思っていた最後の晩餐についての解釈も思わず膝をうってしまい。深く感動です。この本のブームのおかげで前から興味のあったキリスト教についての書籍が入手しやすくなったのも嬉しく、エンターテイメントとインテリジェンス、一度で二度おいしい本ですね！
文学・評論,2005年2月4日,5,徹夜してください(笑),久しぶりに徹夜してまで読みたい！と思えた作品でした。推理小説と思って読むと物足りなさを感じるかもしれませんが、私は大満足です。息子が中学くらいになったら読ませようと思います。ダヴィンチのことやキリストのことなど全くと言っていいほど知らないですが、この本を読んで調べてみたくなりました。
文学・評論,2004年12月6日,5,素直に楽しみましょう,"楽しみましょう。細かいことを気にしちゃダメです。キリスト教への冒涜ですって？事実誤認ですって？
そんなこと構わないじゃありませんか？いい男がいて、いい女がいて、スリリングなストーリーがある。
素直に流されればいいんです。ただそれだけ。それが、この本の賞味の仕方です。"
文学・評論,2005年2月2日,4,むさぼり読む感じ!!,上下巻と、長いように思えますが、早く先が読みたい！という気持ちに駆られ、あっという間に読みきってしまいました。すごく面白いです。ダヴィンチの絵に隠された謎が、とても興味深かったです。また、キリスト教（主にカトリックですが）についても、かなり勉強になる一冊です！！お薦めします。
文学・評論,2006年6月23日,4,映画化に期待,そうですね・・・小説としては、それなりに面白かったと思います。「映画化されるとまた違った感じになるのでは？」とおもいますが。評価は正直微妙です。
文学・評論,2005年2月22日,4,うんちく好きなあなたへ,トムハンクス主演で映画化されることになったこの作品。次から次とナゾの連続で、上下巻だけど、先が知りたくて、あっという間に読めちゃいます。物語の冒頭で殺されちゃう、ルーブル美術館長が、とってもお茶目ふふっうんちく好きなアナタにオススメです！
文学・評論,2004年12月26日,1,期待してたのですが・・・,ベストセラーということとタイトルに惹かれて購入しました。感想は内容以前に描き方が私には合わなかったようです。頻繁に視点が切替わるのですが、誰の視点で書かれているのかしばらく読み進めないと分からない場面が多かったように思いました。人物や場面の描写も説明不足のように感じました。それゆえにあまり引き込まれませんでした。私の読解力不足のせいかもしれませんが・・・。内容に関しては好奇心を掻き立てる事もあったのですが、推理小説として読んだときに、出来はいまいちなので好奇心も萎えました。
文学・評論,2005年4月29日,4,賢くなった気がします,巧みなストーリーテリングで最後まであっという間。ふと気付くと，面白すぎて夢中で上下巻を読破していました。
文学・評論,2006年3月26日,3,知的冒険、した気になれたでしょ?,細部のディテールが甘い（主人公、なぜ最後の一番カンタンな謎で足止めなの？）、ご都合主義どっさり（なぜテンプル騎士団の墓のモニュメントへ誘導されるの？）、描写が薄っぺら（もっとカッコ良くできたんじゃないの？シラスとアリンガローサ司教？）。ミステリーとしての感想はこんなものではないですか？描写・取材・風合いなどどの要素もあくまで平均点。でも、面白く読みました、はい、2日で読みましたとも。文庫で3巻。サクッと出費ですわ。Ｆフォーサイスを読めば、その取材の力技にずどん、と重いものが胸にのしかかる。Ｓキングの描写力は悪夢を呼び込む。Ｄルへインが描く、のっぴきならない人の願いと悲しみ。そんな手の込んだ料理ばかり食べてると、胃がもたれません？そこで、「ダビンチ・コード」。適度なスリル、適度なラブラブ、読者に「知的冒険に参加している」と思わせる微妙なインテリ、オシャレなパリの空気。あなたがキリスト教徒ならなお楽しめること請け合い。「信仰」を試されない深さで寸止めされた挑発。色々言いましたが、楽しめた本です。「本を売る」というビジネスを考え抜いた筆者の熱意は立派です。「これくらいの挑発なら売れる要素になるだろうな。」な計算高さ。これぞ執筆業で成功する秘訣。ん？ケチばっかつけてなんだ？とおっしゃる？本当に正面から信仰を扱い、なおかつ、読者を楽しませよう、という本、それに成功している本なら他にあります。ウンベルト・エーコ「薔薇の名前」。でも、友達の西洋人の家のテーブルで見つけるなら「ダビンチコード」のほうが安心かもしれませんな。
